# Key,Recommendation_1,Recommendation_2,Recommendation_3,Recommendation_4,Recommendation_5,Recommendation_6,Recommendation_7,Recommendation_8,Recommendation_9,Recommendation_10,Recommendation_11,Recommendation_12,Recommendation_13,Recommendation_14,Recommendation_15,Recommendation_16,Recommendation_17,Recommendation_18,Recommendation_19,Recommendation_20,Recommendation_21,Recommendation_22,Recommendation_23,Recommendation_24,Recommendation_25,Recommendation_26,Recommendation_27,Recommendation_28,Recommendation_29,Recommendation_30,Recommendation_31,Recommendation_32,Recommendation_33,Recommendation_34,Recommendation_35,Recommendation_36,Recommendation_37,Recommendation_38,Recommendation_39,Recommendation_40,Recommendation_41,Recommendation_42,Recommendation_43,Recommendation_44,Recommendation_45,Recommendation_46,Recommendation_47,Recommendation_48,Recommendation_49,Recommendation_50,Recommendation_51,Recommendation_52,Recommendation_53,Recommendation_54,Recommendation_55,Recommendation_56,Recommendation_57,Recommendation_58,Recommendation_59,Recommendation_60,Recommendation_61,Recommendation_62,Recommendation_63,Recommendation_64,Recommendation_65,Recommendation_66,Recommendation_67,Recommendation_68,Recommendation_69,Recommendation_70,Recommendation_71,Recommendation_72,Recommendation_73,Recommendation_74,Recommendation_75,Recommendation_76,Recommendation_77,Recommendation_78,Recommendation_79,Recommendation_80,Recommendation_81,Recommendation_82,Recommendation_83,Recommendation_84,Recommendation_85,Recommendation_86,Recommendation_87,Recommendation_88,Recommendation_89,Recommendation_90,Recommendation_91,Recommendation_92,Recommendation_93,Recommendation_94,Recommendation_95,Recommendation_96,Recommendation_97,Recommendation_98,Recommendation_99,Recommendation_100
US_0000000000000627,US_0000000000004002,US_0000000000003826,US_0000000000003624,US_0000000000005709,US_0000000000005785,US_0000000000005705,US_0000000000005786,US_0000000000003798,US_0000000000001719,US_0000000000000640,US_0000000000025166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000003992,US_0000000000001835,US_0000000000032496,US_0000000000032493,US_0000000000032498,US_0000000000032497,US_0000000000033717,US_0000000000032494,US_0000000000032499,US_0000000000032761,US_0000000000057058,US_0000000000032495,US_0000000000004008,US_0000000000032502,US_0000000000004017,US_0000000000003836,US_0000000000002967,US_0000000000002583,US_0000000000009857,US_0000000000011805,US_0000000000019507,US_0000000000045275,US_0000000000000239,US_0000000000001836,US_0000000000004089,US_0000000000008645,US_0000000000001804,US_0000000000000292,US_0000000000000573,US_0000000000001115,US_0000000000002369,US_0000000000001838,US_0000000000002151,US_0000000000001800,US_0000000000001821,US_0000000000008939,US_0000000000000130,US_0000000000002591,US_0000000000002819,US_0000000000008915,US_0000000000002349,US_0000000000000711,US_0000000000036400,US_0000000000006376,US_0000000000010888,US_0000000000009746,US_0000000000000769,US_0000000000002157,US_0000000000001104,US_0000000000018359,US_0000000000000655,US_0000000000003357,US_0000000000001103,US_0000000000004418,US_0000000000002156,US_0000000000002718,US_0000000000000105,US_0000000000000104,US_0000000000002177,US_0000000000002719,US_0000000000019344,US_0000000000001138,US_0000000000014719,US_0000000000001040,US_0000000000007234,US_0000000000009673,US_0000000000010760,US_0000000000000182,US_0000000000000136,US_0000000000012917,US_0000000000007361,US_0000000000007494,US_0000000000021206,US_0000000000010203,US_0000000000001710,US_0000000000000065,US_0000000000000064,US_0000000000000911,US_0000000000058402,US_0000000000058401,US_0000000000002322,US_0000000000001773,US_0000000000001533,US_0000000000001044,US_0000000000010534,US_0000000000001843,US_0000000000002653,US_0000000000001709,US_0000000000001207,US_0000000000010799,US_0000000000000273,US_0000000000000272,US_0000000000000041,US_0000000000000005,US_0000000000000212,US_0000000000002372,US_0000000000000534,US_0000000000000622,US_0000000000038233,US_0000000000000623,US_0000000000000545
US_0000000000003662,US_0000000000005615,US_0000000000004008,US_0000000000005709,US_0000000000005705,US_0000000000005785,US_0000000000000430,US_0000000000003624,US_0000000000003826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000003662,US_0000000000005615,US_0000000000004008,US_0000000000005705,US_0000000000005709,US_0000000000005785,US_0000000000000430,US_0000000000003624,US_0000000000003826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000003624,US_0000000000003801,US_0000000000003833,US_0000000000003973,US_0000000000003644,US_0000000000005585,US_0000000000005695,US_0000000000005783,US_0000000000001482,US_0000000000012920,US_0000000000002583,US_0000000000002967,US_0000000000009857,US_0000000000000208,US_0000000000001262,US_0000000000001663,US_0000000000001821,US_0000000000001553,US_0000000000001472,US_0000000000008490,US_0000000000000419,US_0000000000000769,US_0000000000018359,US_0000000000003357,US_0000000000004418,US_0000000000001104,US_0000000000001103,US_0000000000000655,US_0000000000002157,US_0000000000002156,US_0000000000001479,US_0000000000001715,US_0000000000001411,US_0000000000001114,US_0000000000002097,US_0000000000033339,US_0000000000007235,US_0000000000002584,US_0000000000000130,US_0000000000002591,US_0000000000001254,US_0000000000000197,US_0000000000000048,US_0000000000002367,US_0000000000001461,US_0000000000002365,US_0000000000001964,US_0000000000001152,US_0000000000000182,US_0000000000010760,US_0000000000009673,US_0000000000000136,US_0000000000002322,US_0000000000002671,US_0000000000001652,US_0000000000031581,US_0000000000001758,US_0000000000000272,US_0000000000000041,US_0000000000000273,US_0000000000000107,US_0000000000010534,US_0000000000001044,US_0000000000002372,US_0000000000001479,US_0000000000000108,US_0000000000023274,US_0000000000034051,US_0000000000002045,US_0000000000000576,US_0000000000001962,US_0000000000001340,US_0000000000009035,US_0000000000001380,US_0000000000002803,US_0000000000025261,US_0000000000001493,US_0000000000006376,US_0000000000036400,US_0000000000001710,US_0000000000000005,US_0000000000000212,US_0000000000045064,US_0000000000002051,US_0000000000000388,US_0000000000002016,US_0000000000009030,US_0000000000007361,US_0000000000012917,US_0000000000002875,US_0000000000001500,US_0000000000002326,,,,,,,,,
US_0000000000003826,US_0000000000003801,US_0000000000003973,US_0000000000003833,US_0000000000003644,US_0000000000005585,US_0000000000005695,US_0000000000005783,US_0000000000012920,US_0000000000001482,US_0000000000002967,US_0000000000009857,US_0000000000002583,US_0000000000001262,US_0000000000000208,US_0000000000001663,US_0000000000001821,US_0000000000001553,US_0000000000001472,US_0000000000000419,US_0000000000008490,US_0000000000018359,US_0000000000001104,US_0000000000002156,US_0000000000000655,US_0000000000003357,US_0000000000001103,US_0000000000000769,US_0000000000002157,US_0000000000004418,US_0000000000001715,US_0000000000001479,US_0000000000001411,US_0000000000007235,US_0000000000001114,US_0000000000002097,US_0000000000002584,US_0000000000033339,US_0000000000000130,US_0000000000002591,US_0000000000001254,US_0000000000000197,US_0000000000000048,US_0000000000002367,US_0000000000002365,US_0000000000001461,US_0000000000001152,US_0000000000001964,US_0000000000000136,US_0000000000010760,US_0000000000009673,US_0000000000000182,US_0000000000002322,US_0000000000001652,US_0000000000031581,US_0000000000002671,US_0000000000001758,US_0000000000000041,US_0000000000000273,US_0000000000000272,US_0000000000000107,US_0000000000010534,US_0000000000001044,US_0000000000002372,US_0000000000001479,US_0000000000000108,US_0000000000034051,US_0000000000002045,US_0000000000023274,US_0000000000000576,US_0000000000001962,US_0000000000001340,US_0000000000009035,US_0000000000001380,US_0000000000025261,US_0000000000002803,US_0000000000001493,US_0000000000036400,US_0000000000006376,US_0000000000001710,US_0000000000000005,US_0000000000000212,US_0000000000002016,US_0000000000002051,US_0000000000000388,US_0000000000045064,US_0000000000009030,US_0000000000012917,US_0000000000007361,US_0000000000002875,US_0000000000001500,US_0000000000002326,,,,,,,,,
US_0000000000005695,US_0000000000005765,US_0000000000005783,US_0000000000001835,US_0000000000021810,US_0000000000003827,US_0000000000003833,US_0000000000003973,US_0000000000004017,US_0000000000001836,US_0000000000008645,US_0000000000001838,US_0000000000002369,US_0000000000000239,US_0000000000019507,US_0000000000045275,US_0000000000001800,US_0000000000004089,US_0000000000001821,US_0000000000002967,US_0000000000009857,US_0000000000002583,US_0000000000001349,US_0000000000002684,US_0000000000015943,US_0000000000001776,US_0000000000002648,US_0000000000008939,US_0000000000002819,US_0000000000001374,US_0000000000000576,US_0000000000001962,US_0000000000007361,US_0000000000012917,US_0000000000001710,US_0000000000001773,US_0000000000001207,US_0000000000002653,US_0000000000001709,US_0000000000001533,US_0000000000006376,US_0000000000036400,US_0000000000009746,US_0000000000010888,US_0000000000009673,US_0000000000000136,US_0000000000000182,US_0000000000010760,US_0000000000001553,US_0000000000009035,US_0000000000001812,US_0000000000008915,US_0000000000002322,US_0000000000001411,US_0000000000002156,US_0000000000001103,US_0000000000002157,US_0000000000004418,US_0000000000000769,US_0000000000001104,US_0000000000018359,US_0000000000000655,US_0000000000003357,US_0000000000010534,US_0000000000001044,US_0000000000010799,US_0000000000000107,US_0000000000000272,US_0000000000000273,US_0000000000000041,US_0000000000000212,US_0000000000000005,US_0000000000004321,US_0000000000038233,US_0000000000000622,US_0000000000000623,US_0000000000007320,US_0000000000000537,US_0000000000000625,US_0000000000000621,US_0000000000038226,US_0000000000000534,US_0000000000000624,US_0000000000000545,US_0000000000002638,US_0000000000000108,US_0000000000001843,US_0000000000000197,US_0000000000001254,US_0000000000002326,US_0000000000002372,US_0000000000001340,US_0000000000002875,US_0000000000025261,US_0000000000002803,,,,,,
US_0000000000003598,US_0000000000005731,US_0000000000005764,US_0000000000003798,US_0000000000001719,US_0000000000000640,US_0000000000025166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000005605,US_0000000000005731,US_0000000000005764,US_0000000000003798,US_0000000000001719,US_0000000000025166,US_0000000000000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000004030,US_0000000000004019,US_0000000000004004,US_0000000000004037,US_0000000000005589,US_0000000000007494,US_0000000000010203,US_0000000000021206,US_0000000000009042,US_0000000000004748,US_0000000000021805,US_0000000000009045,US_0000000000002371,US_0000000000002520,US_0000000000001380,US_0000000000002416,US_0000000000000094,US_0000000000001511,US_0000000000002501,US_0000000000000573,US_0000000000001115,US_0000000000008915,US_0000000000002643,US_0000000000001531,US_0000000000001883,US_0000000000004009,US_0000000000003831,US_0000000000034056,US_0000000000046405,US_0000000000025710,US_0000000000004924,US_0000000000009691,US_0000000000012917,US_0000000000007361,US_0000000000004846,US_0000000000058402,US_0000000000000065,US_0000000000000064,US_0000000000058401,US_0000000000000911,US_0000000000019344,US_0000000000001138,US_0000000000000038,US_0000000000000047,US_0000000000001152,US_0000000000001964,US_0000000000007716,US_0000000000001113,US_0000000000008722,US_0000000000000145,US_0000000000009817,US_0000000000000146,US_0000000000000292,US_0000000000001804,US_0000000000004975,US_0000000000002032,US_0000000000044691,US_0000000000000136,US_0000000000010760,US_0000000000000182,US_0000000000009673,US_0000000000001689,US_0000000000001132,US_0000000000015943,US_0000000000001776,US_0000000000002648,US_0000000000002684,US_0000000000010888,US_0000000000009746,US_0000000000001623,US_0000000000000063,US_0000000000001273,US_0000000000000062,US_0000000000000041,US_0000000000000273,US_0000000000000272,US_0000000000002582,US_0000000000004734,US_0000000000010178,US_0000000000007905,US_0000000000002322,US_0000000000002122,US_0000000000062545,US_0000000000062546,US_0000000000007698,US_0000000000011033,US_0000000000001040,US_0000000000014719,US_0000000000007234,US_0000000000002372,US_0000000000001103,US_0000000000003357,US_0000000000000769,US_0000000000002156,US_0000000000000655,US_0000000000001104,US_0000000000002157,US_0000000000004418,US_0000000000018359,US_0000000000020375,US_0000000000001409
US_0000000000003998,US_0000000000003577,US_0000000000003857,US_0000000000005598,US_0000000000003921,US_0000000000004005,US_0000000000019862,US_0000000000003956,US_0000000000003942,US_0000000000003973,US_0000000000003833,US_0000000000011805,US_0000000000005589,US_0000000000002501,US_0000000000001511,US_0000000000019344,US_0000000000001138,US_0000000000058402,US_0000000000000065,US_0000000000000064,US_0000000000058401,US_0000000000000911,US_0000000000001461,US_0000000000002365,US_0000000000007698,US_0000000000062546,US_0000000000011033,US_0000000000062545,US_0000000000001152,US_0000000000001964,US_0000000000012920,US_0000000000001482,US_0000000000000272,US_0000000000000041,US_0000000000000273,US_0000000000001154,US_0000000000031399,US_0000000000001115,US_0000000000000573,US_0000000000000038,US_0000000000000047,US_0000000000034063,US_0000000000034062,US_0000000000034425,US_0000000000009548,US_0000000000000761,US_0000000000001915,US_0000000000001100,US_0000000000001657,US_0000000000009045,US_0000000000009042,US_0000000000021805,US_0000000000004748,US_0000000000001425,US_0000000000061293,US_0000000000000679,US_0000000000061294,US_0000000000000999,US_0000000000001461,US_0000000000000020,US_0000000000001114,US_0000000000002584,US_0000000000007235,US_0000000000033339,US_0000000000002097,US_0000000000001262,US_0000000000000208,US_0000000000001380,US_0000000000004418,US_0000000000018359,US_0000000000002157,US_0000000000000769,US_0000000000001104,US_0000000000001103,US_0000000000003357,US_0000000000002156,US_0000000000000655,US_0000000000001671,US_0000000000000131,US_0000000000000136,US_0000000000009673,US_0000000000010760,US_0000000000000182,US_0000000000005046,US_0000000000002372,US_0000000000000197,US_0000000000001254,US_0000000000006376,US_0000000000036400,US_0000000000000108,US_0000000000009030,US_0000000000012917,US_0000000000007361,US_0000000000001409,US_0000000000002322,US_0000000000002803,US_0000000000025261,US_0000000000004846,US_0000000000001500,US_0000000000020375,US_0000000000001340
US_0000000000003921,US_0000000000003857,US_0000000000005598,US_0000000000003577,US_0000000000003998,US_0000000000003942,US_0000000000003956,US_0000000000002006,US_0000000000015887,US_0000000000011805,US_0000000000003836,US_0000000000058402,US_0000000000000065,US_0000000000058401,US_0000000000000064,US_0000000000000911,US_0000000000001511,US_0000000000002501,US_0000000000001461,US_0000000000002365,US_0000000000000761,US_0000000000001915,US_0000000000001100,US_0000000000001273,US_0000000000000062,US_0000000000000063,US_0000000000000272,US_0000000000000041,US_0000000000000273,US_0000000000002643,US_0000000000000573,US_0000000000001115,US_0000000000034425,US_0000000000034062,US_0000000000009548,US_0000000000034063,US_0000000000002591,US_0000000000000130,US_0000000000000999,US_0000000000001461,US_0000000000001964,US_0000000000001152,US_0000000000001375,US_0000000000000136,US_0000000000010760,US_0000000000009673,US_0000000000000182,US_0000000000001132,US_0000000000001689,US_0000000000000020,US_0000000000000679,US_0000000000061294,US_0000000000001425,US_0000000000061293,US_0000000000031399,US_0000000000001154,US_0000000000004089,US_0000000000001380,US_0000000000001623,US_0000000000004418,US_0000000000003357,US_0000000000000769,US_0000000000000655,US_0000000000001103,US_0000000000002156,US_0000000000018359,US_0000000000001104,US_0000000000002157,US_0000000000001040,US_0000000000014719,US_0000000000007234,US_0000000000002122,US_0000000000009746,US_0000000000010888,US_0000000000002322,US_0000000000002372,US_0000000000000131,US_0000000000002549,US_0000000000009030,US_0000000000000108,US_0000000000008915,US_0000000000007361,US_0000000000012917,US_0000000000004846,US_0000000000001409,US_0000000000001254,US_0000000000000197,US_0000000000000208,US_0000000000001262,US_0000000000000107,US_0000000000001017,US_0000000000000294,US_0000000000008854,US_0000000000002016,US_0000000000002051,US_0000000000002381,US_0000000000000388,US_0000000000002021,US_0000000000045064,US_0000000000000570,US_0000000000002040
US_0000000000004005,US_0000000000005598,US_0000000000003577,US_0000000000003857,US_0000000000003998,US_0000000000003942,US_0000000000003956,US_0000000000002006,US_0000000000015887,US_0000000000011805,US_0000000000003836,US_0000000000058402,US_0000000000000064,US_0000000000058401,US_0000000000000911,US_0000000000000065,US_0000000000002501,US_0000000000001511,US_0000000000001461,US_0000000000002365,US_0000000000000761,US_0000000000001100,US_0000000000001915,US_0000000000000063,US_0000000000001273,US_0000000000000062,US_0000000000000273,US_0000000000000272,US_0000000000000041,US_0000000000002643,US_0000000000001115,US_0000000000000573,US_0000000000009548,US_0000000000034063,US_0000000000034425,US_0000000000034062,US_0000000000002591,US_0000000000000130,US_0000000000001461,US_0000000000000999,US_0000000000001964,US_0000000000001152,US_0000000000001375,US_0000000000010760,US_0000000000009673,US_0000000000000136,US_0000000000000182,US_0000000000001132,US_0000000000001689,US_0000000000000020,US_0000000000001425,US_0000000000061294,US_0000000000061293,US_0000000000000679,US_0000000000031399,US_0000000000001154,US_0000000000004089,US_0000000000001380,US_0000000000001623,US_0000000000003357,US_0000000000018359,US_0000000000000769,US_0000000000002157,US_0000000000002156,US_0000000000001104,US_0000000000001103,US_0000000000004418,US_0000000000000655,US_0000000000007234,US_0000000000014719,US_0000000000001040,US_0000000000002122,US_0000000000009746,US_0000000000010888,US_0000000000002322,US_0000000000002372,US_0000000000000131,US_0000000000002549,US_0000000000009030,US_0000000000000108,US_0000000000008915,US_0000000000007361,US_0000000000012917,US_0000000000004846,US_0000000000001409,US_0000000000000197,US_0000000000001254,US_0000000000001262,US_0000000000000208,US_0000000000000107,US_0000000000001017,US_0000000000000294,US_0000000000000570,US_0000000000002040,US_0000000000008854,US_0000000000002016,US_0000000000045064,US_0000000000002021,US_0000000000000388,US_0000000000002381,US_0000000000002051
US_0000000000019862,US_0000000000003857,US_0000000000003577,US_0000000000005598,US_0000000000003998,US_0000000000003942,US_0000000000003956,US_0000000000002006,US_0000000000015887,US_0000000000011805,US_0000000000003836,US_0000000000000065,US_0000000000058401,US_0000000000058402,US_0000000000000911,US_0000000000000064,US_0000000000001511,US_0000000000002501,US_0000000000001461,US_0000000000002365,US_0000000000001100,US_0000000000001915,US_0000000000000761,US_0000000000001273,US_0000000000000062,US_0000000000000063,US_0000000000000272,US_0000000000000041,US_0000000000000273,US_0000000000002643,US_0000000000001115,US_0000000000000573,US_0000000000034425,US_0000000000034063,US_0000000000009548,US_0000000000034062,US_0000000000002591,US_0000000000000130,US_0000000000000999,US_0000000000001461,US_0000000000001152,US_0000000000001964,US_0000000000001375,US_0000000000010760,US_0000000000000136,US_0000000000009673,US_0000000000000182,US_0000000000001689,US_0000000000001132,US_0000000000000020,US_0000000000061293,US_0000000000001425,US_0000000000000679,US_0000000000061294,US_0000000000031399,US_0000000000001154,US_0000000000004089,US_0000000000001380,US_0000000000001623,US_0000000000003357,US_0000000000018359,US_0000000000000655,US_0000000000001103,US_0000000000002156,US_0000000000004418,US_0000000000000769,US_0000000000001104,US_0000000000002157,US_0000000000001040,US_0000000000014719,US_0000000000007234,US_0000000000002122,US_0000000000010888,US_0000000000009746,US_0000000000002322,US_0000000000002372,US_0000000000000131,US_0000000000002549,US_0000000000009030,US_0000000000000108,US_0000000000008915,US_0000000000012917,US_0000000000007361,US_0000000000004846,US_0000000000001409,US_0000000000001254,US_0000000000000197,US_0000000000001262,US_0000000000000208,US_0000000000000107,US_0000000000001017,US_0000000000000294,US_0000000000000388,US_0000000000045064,US_0000000000008854,US_0000000000002021,US_0000000000002381,US_0000000000002016,US_0000000000000570,US_0000000000002051,US_0000000000002040
US_0000000000002691,US_0000000000011805,US_0000000000004009,US_0000000000005807,US_0000000000015895,US_0000000000002365,US_0000000000001461,US_0000000000002643,US_0000000000005607,US_0000000000015876,US_0000000000003996,US_0000000000004037,US_0000000000003921,US_0000000000003800,US_0000000000000999,US_0000000000001461,US_0000000000001422,US_0000000000001375,US_0000000000002501,US_0000000000001511,US_0000000000000130,US_0000000000002591,US_0000000000001380,US_0000000000000020,US_0000000000000041,US_0000000000000273,US_0000000000000272,US_0000000000000573,US_0000000000001115,US_0000000000001533,US_0000000000001425,US_0000000000061293,US_0000000000000679,US_0000000000061294,US_0000000000001804,US_0000000000000292,US_0000000000036400,US_0000000000006376,US_0000000000001508,US_0000000000019548,US_0000000000001794,US_0000000000019547,US_0000000000000108,US_0000000000008915,US_0000000000000911,US_0000000000000064,US_0000000000000065,US_0000000000058401,US_0000000000058402,US_0000000000000131,US_0000000000002322,US_0000000000009857,US_0000000000002967,US_0000000000002583,US_0000000000001104,US_0000000000000655,US_0000000000003357,US_0000000000000769,US_0000000000004418,US_0000000000002157,US_0000000000001103,US_0000000000002156,US_0000000000018359,US_0000000000007361,US_0000000000012917,US_0000000000009673,US_0000000000000136,US_0000000000010760,US_0000000000000182,US_0000000000009035,US_0000000000001812,US_0000000000008648,US_0000000000002386,US_0000000000001360,US_0000000000002372,US_0000000000001964,US_0000000000001152,US_0000000000000107,US_0000000000000294,US_0000000000001017,US_0000000000000208,US_0000000000001262,US_0000000000000197,US_0000000000001254,US_0000000000002803,US_0000000000025261,US_0000000000020375,US_0000000000000289,US_0000000000001409,US_0000000000001843,US_0000000000001493,US_0000000000002875,US_0000000000002021,US_0000000000002051,US_0000000000000570,US_0000000000002016,US_0000000000002381,US_0000000000008854,US_0000000000002040,US_0000000000045064,US_0000000000000388
US_0000000000004006,US_0000000000011805,US_0000000000005807,US_0000000000004009,US_0000000000015895,US_0000000000001461,US_0000000000002365,US_0000000000002643,US_0000000000005607,US_0000000000015876,US_0000000000003996,US_0000000000004037,US_0000000000003800,US_0000000000003921,US_0000000000001461,US_0000000000000999,US_0000000000001422,US_0000000000001375,US_0000000000001511,US_0000000000002501,US_0000000000002591,US_0000000000000130,US_0000000000001380,US_0000000000000020,US_0000000000000273,US_0000000000000041,US_0000000000000272,US_0000000000001115,US_0000000000000573,US_0000000000001533,US_0000000000001425,US_0000000000061293,US_0000000000000679,US_0000000000061294,US_0000000000001804,US_0000000000000292,US_0000000000006376,US_0000000000036400,US_0000000000001794,US_0000000000019547,US_0000000000019548,US_0000000000001508,US_0000000000000108,US_0000000000008915,US_0000000000058401,US_0000000000000064,US_0000000000058402,US_0000000000000065,US_0000000000000911,US_0000000000000131,US_0000000000002322,US_0000000000002967,US_0000000000009857,US_0000000000002583,US_0000000000003357,US_0000000000001104,US_0000000000000655,US_0000000000018359,US_0000000000002156,US_0000000000001103,US_0000000000002157,US_0000000000004418,US_0000000000000769,US_0000000000007361,US_0000000000012917,US_0000000000000136,US_0000000000000182,US_0000000000009673,US_0000000000010760,US_0000000000009035,US_0000000000001812,US_0000000000008648,US_0000000000002386,US_0000000000001360,US_0000000000002372,US_0000000000001152,US_0000000000001964,US_0000000000000107,US_0000000000000294,US_0000000000001017,US_0000000000001262,US_0000000000000208,US_0000000000000197,US_0000000000001254,US_0000000000002803,US_0000000000025261,US_0000000000020375,US_0000000000000289,US_0000000000001409,US_0000000000001843,US_0000000000001493,US_0000000000002875,US_0000000000002051,US_0000000000002021,US_0000000000002381,US_0000000000002016,US_0000000000000388,US_0000000000008854,US_0000000000045064,US_0000000000000570,US_0000000000002040
US_0000000000005767,US_0000000000011805,US_0000000000005807,US_0000000000004009,US_0000000000015895,US_0000000000002365,US_0000000000001461,US_0000000000002643,US_0000000000005607,US_0000000000015876,US_0000000000003996,US_0000000000004037,US_0000000000003921,US_0000000000003800,US_0000000000001461,US_0000000000000999,US_0000000000001422,US_0000000000001375,US_0000000000002501,US_0000000000001511,US_0000000000002591,US_0000000000000130,US_0000000000001380,US_0000000000000020,US_0000000000000273,US_0000000000000041,US_0000000000000272,US_0000000000000573,US_0000000000001115,US_0000000000001533,US_0000000000061294,US_0000000000001425,US_0000000000000679,US_0000000000061293,US_0000000000000292,US_0000000000001804,US_0000000000006376,US_0000000000036400,US_0000000000001794,US_0000000000001508,US_0000000000019547,US_0000000000019548,US_0000000000000108,US_0000000000008915,US_0000000000058401,US_0000000000058402,US_0000000000000911,US_0000000000000064,US_0000000000000065,US_0000000000000131,US_0000000000002322,US_0000000000009857,US_0000000000002583,US_0000000000002967,US_0000000000004418,US_0000000000001103,US_0000000000003357,US_0000000000002156,US_0000000000002157,US_0000000000000769,US_0000000000018359,US_0000000000001104,US_0000000000000655,US_0000000000007361,US_0000000000012917,US_0000000000009673,US_0000000000010760,US_0000000000000136,US_0000000000000182,US_0000000000009035,US_0000000000001812,US_0000000000008648,US_0000000000002386,US_0000000000001360,US_0000000000002372,US_0000000000001152,US_0000000000001964,US_0000000000000107,US_0000000000001017,US_0000000000000294,US_0000000000001262,US_0000000000000208,US_0000000000000197,US_0000000000001254,US_0000000000002803,US_0000000000025261,US_0000000000020375,US_0000000000000289,US_0000000000001409,US_0000000000001843,US_0000000000001493,US_0000000000002875,US_0000000000002021,US_0000000000000570,US_0000000000002381,US_0000000000045064,US_0000000000002040,US_0000000000000388,US_0000000000002016,US_0000000000002051,US_0000000000008854
US_0000000000003599,US_0000000000003837,US_0000000000003983,US_0000000000004026,US_0000000000003742,US_0000000000003644,US_0000000000005695,US_0000000000008645,US_0000000000001836,US_0000000000004017,US_0000000000001821,US_0000000000001800,US_0000000000001349,US_0000000000004089,US_0000000000000239,US_0000000000045275,US_0000000000019507,US_0000000000002583,US_0000000000002967,US_0000000000009857,US_0000000000001663,US_0000000000001606,US_0000000000001479,US_0000000000001715,US_0000000000001533,US_0000000000000385,US_0000000000001710,US_0000000000001136,US_0000000000001553,US_0000000000001773,US_0000000000000318,US_0000000000009172,US_0000000000000107,US_0000000000001479,US_0000000000001411,US_0000000000001962,US_0000000000000576,US_0000000000002684,US_0000000000002648,US_0000000000015943,US_0000000000001776,US_0000000000009035,US_0000000000001207,US_0000000000001709,US_0000000000002653,US_0000000000000108,US_0000000000010534,US_0000000000001044,US_0000000000007361,US_0000000000012917,US_0000000000002875,US_0000000000002638,US_0000000000000545,US_0000000000038233,US_0000000000007320,US_0000000000000625,US_0000000000000624,US_0000000000000622,US_0000000000038226,US_0000000000004321,US_0000000000000621,US_0000000000000623,US_0000000000000537,US_0000000000000534,US_0000000000001254,US_0000000000000197,US_0000000000036400,US_0000000000006376,US_0000000000000212,US_0000000000000005,US_0000000000002372,US_0000000000001103,US_0000000000004418,US_0000000000001104,US_0000000000000769,US_0000000000003357,US_0000000000002157,US_0000000000000655,US_0000000000018359,US_0000000000002156,US_0000000000010760,US_0000000000000136,US_0000000000000182,US_0000000000009673,US_0000000000009030,US_0000000000002326,US_0000000000001843,US_0000000000001340,US_0000000000001493,US_0000000000002332,,,,,,,,,,,
